Date,AQI_lag1,AQI_lag2,AQI_lag3,AQI_lag7,AQI_3d_avg,AQI_7d_avg,Pm2.5_lag1,Pm2.5_lag2,Pm2.5_lag3,Pm2.5_3d_avg,Pm10_lag1,Pm10_lag2,Pm10_lag3,Pm10_3d_avg,No2_lag1,No2_lag2,No2_3d_avg,So2_lag1,So2_3d_avg,Co_lag1,Co_3d_avg,wind_pm25,temp_humidity,sin_day,cos_day,day_of_week,AQI_target
6/25/2014,304,277,262,103,273,268,91.75,199.86,114.29,108.62,208.54,292.21,200.27,191.91,59.64,9.58,48.87333333,17.31,16.20333333,9.4,6.503333333,146.9325,4392.936,0.111659007,-0.99374658,2,238
6/26/2014,238,304,277,174,299.6666667,294.1428571,34.25,91.75,199.86,56.02,74.98,208.54,292.21,191.3433333,77.4,59.64,58.11666667,8.29,10.86,3.67,5.003333333,179.1756,4558.45,0.09453675,-0.995521372,3,357
6/27/2014,357,238,304,168,327.6666667,325.5714286,42.06,34.25,91.75,40.63333333,290.51,74.98,208.54,194.15,37.31,77.4,71.51,6.98,20.56666667,1.94,3.37,201.9637,4340.05,0.077386479,-0.99700117,4,388
6/28/2014,388,357,238,453,385.3333333,319.5714286,45.59,42.06,34.25,34.97666667,216.96,290.51,74.98,264.4333333,99.82,37.31,55.48,46.43,24.84,4.5,3.523333333,65.4912,4525.472,0.060213277,-0.998185534,5,411
6/29/2014,411,388,357,262,388,334.2857143,17.28,45.59,42.06,48.36333333,285.83,216.96,290.51,237.81,29.31,99.82,59.64666667,21.11,27.15333333,4.13,6.046666667,297.6364,4385.477,0.043022233,-0.999074115,6,365
6/30/2014,365,411,388,277,371.3333333,343,82.22,17.28,45.59,59.53,210.64,285.83,216.96,229.4933333,49.81,29.31,33.39,13.92,23.04666667,9.51,6.373333333,311.6146,4587.872,0.02581844,-0.999666649,0,338
7/1/2014,338,365,411,304,334.3333333,342.4285714,79.09,82.22,17.28,59.92,192.01,210.64,285.83,209.4333333,21.05,49.81,43.61333333,34.11,27.83,5.48,6.263333333,72.693,4534.376,0.008606997,-0.999962959,1,300
7/2/2014,300,338,365,238,312.3333333,351.1428571,18.45,79.09,82.22,65.39333333,225.65,192.01,210.64,199.9766667,59.98,21.05,41.78333333,35.46,37.14,3.8,3.426666667,378.7776,4359.189,-0.008606997,-0.999962959,2,299
7/3/2014,299,300,338,357,209,304.1428571,98.64,18.45,79.09,91.82,182.27,225.65,192.01,168.76,44.32,59.98,53.63666667,41.85,34.38,1,4.643333333,603.3897,3926.528,-0.02581844,-0.999666649,3,28
7/4/2014,28,299,300,388,161.3333333,271.1428571,158.37,98.64,18.45,140.6966667,98.36,182.27,225.65,136.9266667,56.61,44.32,54.22,25.83,24.04333333,9.13,4.333333333,661.9708,4083.632,-0.043022233,-0.999074115,4,157
7/5/2014,157,28,299,411,166,257.1428571,165.08,158.37,98.64,111.2733333,130.15,98.36,182.27,106.3833333,61.73,56.61,45.74333333,4.45,23.85666667,2.87,5.326666667,41.2726,3311.357,-0.060213277,-0.998185534,5,313
7/6/2014,313,157,28,365,318.3333333,274.2857143,10.37,165.08,158.37,87.74666667,90.64,130.15,98.36,116.4766667,18.89,61.73,36.06666667,41.29,29.49666667,3.98,2.56,319.5556,3330.52,-0.077386479,-0.99700117,6,485
7/7/2014,485,313,157,338,358,265.4285714,87.79,10.37,165.08,59.22,128.64,90.64,130.15,118.05,27.58,18.89,19.13333333,42.75,29.54,0.83,2.98,306.075,3782.8,-0.09453675,-0.995521372,0,276
7/8/2014,276,485,313,300,284,235.5714286,79.5,87.79,10.37,112.3233333,134.87,128.64,90.64,154.59,10.93,27.58,27.20666667,4.58,26.63666667,4.13,4.84,722.8368,4108.706,-0.111659007,-0.99374658,1,91
7/9/2014,91,276,485,299,286.6666667,263.2857143,169.68,79.5,87.79,88.61333333,200.26,134.87,128.64,203.5666667,43.11,10.93,45.04666667,32.58,20.19,9.56,7.183333333,72.3044,4175.703,-0.128748177,-0.99167732,2,493
7/10/2014,493,91,276,28,206,264.1428571,16.66,169.68,79.5,94.23333333,275.57,200.26,134.87,214.6433333,81.1,43.11,71.1,23.41,26.35333333,7.86,8.336666667,452.892,4193.214,-0.145799197,-0.989314204,3,34
7/11/2014,34,493,91,157,340.3466667,312.2914286,96.36,16.66,169.68,80.94666667,168.1,275.57,200.26,186.1,89.09,81.1,81.9,23.07,22.39333333,7.59,7.07,569.9098,4126.059,-0.162807013,-0.986657933,4,494.04
7/12/2014,494.04,34,493,313,193.0133333,274.8628571,129.82,96.36,16.66,93.16333333,114.63,168.1,275.57,173.88,75.51,89.09,62.56333333,20.7,19.95,5.76,7.086666667,171.1251,4129.598,-0.179766586,-0.983709294,5,51
7/13/2014,51,494.04,34,485,236.68,229.1485714,53.31,129.82,96.36,93.41666667,238.91,114.63,168.1,152.59,23.09,75.51,59.03333333,16.08,22.59,7.91,7.653333333,370.9984,3953.884,-0.19667289,-0.98046916,6,165
7/14/2014,165,51,494.04,276,232.6666667,258.5771429,97.12,53.31,129.82,109.9133333,104.23,238.91,114.63,141.45,78.5,23.09,57.43,30.99,24.15333333,9.29,7.186666667,656.2746,4842.148,-0.213520915,-0.976938493,0,482
7/15/2014,482,165,51,91,363,308.72,179.31,97.12,53.31,138.57,81.21,104.23,238.91,150.1633333,70.7,78.5,67.08666667,25.39,34.82333333,4.36,7.443333333,612.832,4934.544,-0.23030567,-0.973118337,1,442
7/16/2014,442,482,165,493,423.6666667,287.8628571,139.28,179.31,97.12,113.1933333,265.05,81.21,104.23,202.2633333,52.06,70.7,73.46333333,48.09,37.79,8.68,5.14,99.4926,4433.145,-0.24702218,-0.969009826,2,347
7/17/2014,347,442,482,34,389.6666667,337.2914286,20.99,139.28,179.31,87.95333333,260.53,265.05,81.21,266.19,97.63,52.06,66.68333333,39.89,43.99666667,2.38,6.013333333,496.1961,4231.539,-0.263665493,-0.964614176,3,380
7/18/2014,380,347,442,494.04,344.3333333,310.4285714,103.59,20.99,139.28,94.50333333,272.99,260.53,265.05,234.16,50.36,97.63,72.19666667,44.01,44.50666667,6.98,5.1,669.0953,4286.948,-0.280230675,-0.95993269,4,306
7/19/2014,306,380,347,51,235.3333333,306,158.93,103.59,20.99,121.74,168.96,272.99,260.53,227.2633333,68.6,50.36,46.06,49.62,36.92,5.94,6.306666667,312.208,4607.46,-0.296712819,-0.954966755,5,20
7/20/2014,20,306,380,165,234,336.1428571,102.7,158.93,103.59,150.7733333,239.84,168.96,272.99,147.99,19.22,68.6,35.32666667,17.13,33.36333333,6,7.15,818.0601,4673.774,-0.313107041,-0.949717843,6,376
7/21/2014,376,20,306,482,172,284.4285714,190.69,102.7,158.93,107.7666667,35.17,239.84,168.96,156.46,18.16,19.22,28.99333333,33.34,32.52,9.51,6.81,121.4346,4435.2,-0.329408482,-0.944187509,0,120
7/22/2014,120,376,20,442,278,269.5714286,29.91,190.69,102.7,98.57333333,194.37,35.17,239.84,135.02,49.6,18.16,25.87,47.09,33.86666667,4.92,7.793333333,283.2024,3773.865,-0.345612313,-0.938377392,1,338
7/23/2014,338,120,376,347,193.3333333,237.4285714,75.12,29.91,190.69,90.64666667,175.52,194.37,35.17,156.2733333,9.85,49.6,41.43333333,21.17,25.38333333,8.95,6.596666667,600.876,3443.522222,-0.361713731,-0.932289213,2,122
7/24/2014,122,338,120,380,236.3333333,218.7142857,166.91,75.12,29.91,123.0033333,98.93,175.52,194.37,123.6866667,64.85,9.85,31.73333333,7.89,18.24666667,5.92,5.473333333,454.5884,3280.106667,-0.377707965,-0.925924777,3,249
7/25/2014,249,122,338,306,147.6666667,185.2857143,126.98,166.91,75.12,111.5633333,96.61,98.93,175.52,93.63666667,20.5,64.85,36.51333333,25.68,15.12,1.55,5.54,164.832,4024.845,-0.393590277,-0.91928597,4,72
7/26/2014,72,249,122,20,180,213.7142857,40.8,126.98,166.91,70.75,85.37,96.61,98.93,87.10333333,24.19,20.5,25.46333333,11.79,16.85333333,9.15,4.36,182.327,3915,-0.409355959,-0.912374758,5,219
7/27/2014,219,72,249,376,178.6666667,195,44.47,40.8,126.98,86.77333333,79.33,85.37,96.61,119.1566667,31.7,24.19,31.32,13.09,15.80666667,2.38,5.263333333,654.687,3671.4,-0.42500034,-0.90519319,6,245
7/28/2014,245,219,72,120,229,209.7142857,175.05,44.47,40.8,114.3766667,192.77,79.33,85.37,98.27666667,38.07,31.7,55.20333333,22.54,25.67,4.26,3.01,398.0242,3402.045,-0.440518784,-0.897743394,0,223
7/29/2014,223,245,219,338,209,184.1428571,123.61,175.05,44.47,161.2933333,22.73,192.77,79.33,90.69333333,95.84,38.07,65.77666667,41.38,37.82,2.39,4.02,601.965,3381.728,-0.455906694,-0.890027576,1,159
7/30/2014,159,223,245,122,229.3333333,210.4285714,185.22,123.61,175.05,153.3733333,56.58,22.73,192.77,103.6933333,63.42,95.84,68.90333333,49.54,44.41333333,5.41,3.333333333,506.8215,3818.178,-0.471159508,-0.882048025,2,306
7/31/2014,306,159,223,249,223.3333333,204.1428571,151.29,185.22,123.61,176.4866667,231.77,56.58,22.73,154.34,47.45,63.42,43.39,42.32,44.01,2.2,2.81,656.03,3972.828,-0.486272707,-0.873807104,3,205
8/1/2014,205,306,159,72,178,197.1428571,192.95,151.29,185.22,166.5033333,174.67,231.77,56.58,180.5766667,19.3,47.45,36.26,40.17,34.5,0.82,2.02,551.2085,4263.865,-0.501241813,-0.865307254,4,23
8/4/2014,23,205,306,219,131,189.4285714,155.27,192.95,151.29,141.8833333,135.29,174.67,231.77,174.7266667,42.03,19.3,30.51666667,21.01,27.54666667,3.04,1.34,326.7546,4116.816,-0.545240439,-0.838279705,0,165
8/5/2014,165,23,205,245,180,204.7142857,77.43,155.27,192.95,95.33333333,214.22,135.29,174.67,154.14,30.22,42.03,41.86333333,21.46,16.16,0.16,1.426666667,207.337,3592.207143,-0.559589262,-0.828770087,1,352
8/6/2014,352,165,23,223,228.6666667,197,53.3,77.43,155.27,67.87666667,112.91,214.22,135.29,139.0433333,53.34,30.22,60.25666667,6.01,14.61,1.08,2.793333333,278.478,4056.52,-0.573772268,-0.819014887,2,169
8/7/2014,169,352,165,159,279.3333333,219.5714286,72.9,53.3,77.43,83.12666667,90,112.91,214.22,87.08666667,97.21,53.34,58.85333333,16.36,18.98,7.14,2.93,421.2756,4304.16,-0.587785252,-0.809016994,3,317
8/8/2014,317,169,352,306,230,205,123.18,72.9,53.3,116.9266667,58.35,90,112.91,105.6666667,26.01,97.21,62.99666667,34.57,32.59333333,0.57,5.376666667,546.091,4467.975,-0.601624063,-0.798779373,4,204
8/9/2014,204,317,169,205,234,201.5714286,154.7,123.18,72.9,122.6133333,168.65,58.35,90,164.7066667,65.77,26.01,45.96666667,46.85,41.44666667,8.42,3.806666667,343.6472,4489.979,-0.6152846,-0.788305056,5,181
8/10/2014,181,204,317,23,189.6666667,224.5714286,89.96,154.7,123.18,144.3033333,267.12,168.65,58.35,162.5233333,46.12,65.77,40.73666667,42.92,34.42,2.43,4.206666667,670.17,3860.256,-0.628762815,-0.777597147,6,184
8/11/2014,184,181,204,165,192.6666667,231.4285714,188.25,89.96,154.7,147.9233333,51.8,267.12,168.65,145.9433333,10.32,46.12,42.44,13.49,30.72666667,1.77,4.633333333,552.9704,3815.616,-0.642054713,-0.766658819,0,213
8/12/2014,213,184,181,352,248.3333333,230.8571429,165.56,188.25,89.96,184.43,118.91,51.8,267.12,97.58333333,70.88,10.32,44.75666667,35.77,23.66333333,9.7,7.056666667,793.9304,4193.399,-0.655156357,-0.755493314,1,348
8/13/2014,348,213,184,169,268.3333333,241.5714286,199.48,165.56,188.25,164.06,122.04,118.91,51.8,159.47,53.07,70.88,68.56,21.73,25.64,9.7,8.18,495.846,4493.104,-0.668063864,-0.74410394,2,244
8/14/2014,244,348,213,317,334,254.8571429,127.14,199.48,165.56,151.6866667,237.46,122.04,118.91,168.32,81.73,53.07,76.54,19.42,26.87666667,5.14,7.46,475.228,3953.762,-0.680773409,-0.732494072,3,410
8/15/2014,410,244,348,204,284.3333333,254.1428571,128.44,127.14,199.48,113.17,145.46,237.46,122.04,175.7266667,94.82,81.73,73.75,39.48,33.89666667,7.54,5.433333333,316.4161,3485.996,-0.693281227,-0.72066715,4,199
8/16/2014,199,410,244,181,313.6666667,275.7142857,83.93,128.44,127.14,130.7466667,144.26,145.46,237.46,117.4966667,44.7,94.82,79.63,42.79,38.65,3.62,4.606666667,676.3112,3311.817143,-0.70558361,-0.708626678,5,332
8/17/2014,332,199,410,184,294.6666667,299.8571429,179.87,83.93,128.44,128.6133333,62.77,144.26,145.46,117.2866667,99.37,44.7,71.21,33.68,41.82,2.66,3.856666667,435.6828,3393.22625,-0.717676914,-0.696376226,6,353
8/18/2014,353,332,199,213,303.3333333,301.5714286,122.04,179.87,83.93,139.6633333,144.83,62.77,144.26,156.4966667,69.56,99.37,88.18333333,48.99,41.80333333,5.29,5.946666667,499.9316,3769.362,-0.729557554,-0.683919422,0,225
8/19/2014,225,353,332,348,252.3333333,277.4285714,117.08,122.04,179.87,112.4966667,261.89,144.83,62.77,211.53,95.62,69.56,68.85666667,42.74,37.22,9.89,6.986666667,483.9804,4369.68,-0.741222011,-0.671259958,1,179
8/20/2014,179,225,353,244,188.6666667,265.7142857,98.37,117.08,122.04,137.19,227.87,261.89,144.83,206.7233333,41.39,95.62,75.71333333,19.93,28.24666667,5.78,7.883333333,764.868,4082.575,-0.752666828,-0.658401585,2,162
8/21/2014,162,179,225,410,264.3333333,271.7142857,196.12,98.37,117.08,156.9466667,130.41,227.87,261.89,126.42,90.13,41.39,50.68,22.07,17.31666667,7.98,7.576666667,647.2045,4305.015,-0.763888613,-0.645348113,3,452
8/22/2014,452,162,179,199,257.6666667,266,176.35,196.12,98.37,175.1966667,20.98,130.41,227.87,135.5033333,20.52,90.13,66.67,9.95,25.49,8.97,6.723333333,692.1024,4413.744,-0.774884041,-0.632103411,4,159
8/23/2014,159,452,162,332,345,279.1428571,153.12,176.35,196.12,173.9833333,255.12,20.98,130.41,117.52,89.36,20.52,59.77666667,44.45,30.89666667,3.22,6.353333333,798.792,3748.595,-0.785649855,-0.618671403,5,424
8/24/2014,424,159,452,353,288.3333333,269,192.48,153.12,176.35,169.9333333,76.46,255.12,20.98,163.5433333,69.45,89.36,56.79333333,38.29,38.24666667,6.87,4.543333333,678.146,3818.83,-0.796182864,-0.60505607,6,282
8/25/2014,282,424,159,225,245.3333333,241.1428571,164.2,192.48,153.12,169.5033333,159.05,76.46,255.12,120.5466667,11.57,69.45,32.25666667,32,36.29,3.54,4.31,622.503,3929.244,-0.806479946,-0.591261445,0,30
8/26/2014,30,282,424,179,218,264.4285714,151.83,164.2,192.48,131.66,126.13,159.05,76.46,141.3166667,15.75,11.57,41.90666667,38.58,25.86,2.52,3.98,318.1685,3696.728,-0.816538051,-0.577291617,1,342
8/27/2014,342,30,282,162,276.3333333,306.5714286,78.95,151.83,164.2,86.62333333,138.77,126.13,159.05,117.57,98.4,15.75,39.94666667,7,22.80666667,5.88,4.56,103.5604,3051.972,-0.826354199,-0.563150724,2,457
8/28/2014,457,342,30,452,399.3333333,299,29.09,78.95,151.83,66.59,87.81,138.77,126.13,133.2266667,5.69,98.4,65.37,22.84,20.39666667,5.28,5.15,316.4685,2809.552,-0.835925479,-0.548842958,3,399
8/29/2014,399,457,342,159,357.6666667,307.2857143,91.73,29.09,78.95,105.51,173.1,87.81,138.77,115.7233333,92.02,5.69,64.92333333,31.35,23.36333333,4.29,3.953333333,651.7143,3237.219,-0.845249057,-0.534372558,4,217
8/30/2014,217,399,457,424,356.3333333,311.4285714,195.71,91.73,29.09,119.5433333,86.26,173.1,87.81,134.75,97.06,92.02,75.81666667,15.9,23.69666667,2.29,2.766666667,270.522,3462.298,-0.85432217,-0.519743812,5,453
8/31/2014,453,217,399,282,340.3333333,321.2857143,71.19,195.71,91.73,114.4266667,144.89,86.26,173.1,169.2033333,38.37,97.06,69.72333333,23.84,26.78333333,1.72,3.69,298.6458,4038.468,-0.863142128,-0.504961055,6,351
9/1/2014,351,453,217,30,402,374.4285714,76.38,71.19,195.71,56.51,276.46,144.89,86.26,195.2233333,73.74,38.37,61.79666667,40.61,28.99666667,7.06,5.66,74.4444,4054.304,-0.871706319,-0.490028666,0,402
9/2/2014,402,351,453,342,269.6666667,333.5714286,21.96,76.38,71.19,44.8,164.32,276.46,144.89,231.58,73.28,73.74,80.43,22.54,34.28333333,8.2,7.486666667,130.5372,4159.676,-0.880012204,-0.474951072,1,56
9/3/2014,56,402,351,457,213.3333333,294.2857143,36.06,21.96,76.38,28.83,253.96,164.32,276.46,154.5566667,94.27,73.28,62.74666667,39.7,32.63333333,7.2,7.003333333,118.7199,4402.476,-0.888057323,-0.459732739,2,182
9/4/2014,182,56,402,399,98.66666667,245.5714286,28.47,36.06,21.96,56.62666667,45.39,253.96,164.32,157.0433333,20.69,94.27,44.21666667,35.66,41.07666667,5.61,7.36,389.795,4456.008,-0.895839291,-0.444378178,3,58
9/5/2014,58,182,56,217,170.3333333,253.2857143,105.35,28.47,36.06,49.60666667,171.78,45.39,253.96,79.43666667,17.69,20.69,38.45333333,47.87,39.85,9.27,6.356666667,47.55,4056.255,-0.903355802,-0.428891938,4,271
9/6/2014,271,58,182,453,185.3333333,221,15,105.35,28.47,53.01666667,21.14,171.78,45.39,146.33,76.98,17.69,59.26333333,36.02,43.12666667,4.19,5.526666667,123.84,3624.345,-0.91060463,-0.413278608,5,227
9/7/2014,227,271,58,351,204.6666667,187.4285714,38.7,15,105.35,75.46666667,246.07,21.14,171.78,135.2233333,83.12,76.98,68.01,45.49,41.85666667,3.12,5.64,602.723,3186.86,-0.917583626,-0.397542814,6,116
9/9/2014,116,227,271,402,117.6666667,131.4285714,172.7,38.7,15,107.3233333,138.46,246.07,21.14,144.5,43.93,83.12,71.97333333,44.06,45.32666667,9.61,6.93,373.7266,3040.534,-0.930723931,-0.365722523,1,10
9/10/2014,10,116,227,56,193.6666667,188.4285714,110.57,172.7,38.7,155.7533333,48.97,138.46,246.07,77.92333333,88.87,43.93,58.18333333,46.43,39.61,8.06,7.05,561.1695,2977.04,-0.936881346,-0.349647455,2,455
9/11/2014,455,10,116,182,269,211.2857143,183.99,110.57,172.7,163.6566667,46.34,48.97,138.46,118.6766667,41.75,88.87,68.46,28.34,29.56,3.48,4.066666667,652.0812,3219.335,-0.942761143,-0.333468779,3,342
9/12/2014,342,455,10,58,424.3333333,271,196.41,183.99,110.57,178.1333333,260.72,46.34,48.97,191.3833333,74.76,41.75,62.76333333,13.91,22.97666667,0.66,2.716666667,492.8,3431.28,-0.94836158,-0.317191289,4,476
9/13/2014,476,342,455,271,354.3333333,267.2857143,154,196.41,183.99,162.81,267.09,260.72,46.34,182.9833333,71.78,74.76,72.35,26.68,17.56,4.01,3.986666667,460.9868,3149.733,-0.953680997,-0.300819808,5,245
9/14/2014,245,476,342,227,399,302.8571429,138.02,154,196.41,134.0133333,21.14,267.09,260.72,122.4166667,70.51,71.78,66.23,12.09,28.14333333,7.29,5.42,352.064,3040.555555,-0.958717817,-0.284359187,6,476
9/15/2014,476,245,476,116,297.6666667,310.8571429,110.02,138.02,154,114.98,79.02,21.14,267.09,100.0866667,56.4,70.51,65.74,45.66,21.22666667,4.96,4.573333333,323.646,3149.714285,-0.963470549,-0.267814305,0,172
9/16/2014,172,476,245,10,366.3333333,373.8571429,96.9,110.02,138.02,75.34666667,200.1,79.02,21.14,157.3533333,70.31,56.4,56.94333333,5.93,22.27666667,1.47,4.99,62.7136,2916.633333,-0.967937783,-0.251190064,1,451
9/17/2014,451,172,476,455,233.3333333,319.8571429,19.12,96.9,110.02,48.02666667,192.94,200.1,79.02,150.02,44.12,70.31,69.03666667,15.24,8.91,8.54,3.676666667,106.628,3489.944,-0.972118197,-0.23449139,2,77
9/18/2014,77,451,172,342,301.6666667,324.8571429,28.06,19.12,96.9,50.73333333,57.02,192.94,200.1,155.9333333,92.68,44.12,63.85666667,5.56,20.37,1.02,6.176666667,470.4896,4429.845,-0.976010551,-0.21772323,3,377
9/19/2014,377,77,451,476,244,296.5714286,105.02,28.06,19.12,104.1533333,217.84,57.02,192.94,188.0433333,54.77,92.68,73.03666667,40.31,25.6,8.97,4.316666667,613.4796,4667.982,-0.979613692,-0.200890555,4,278
9/20/2014,278,377,77,245,232,267.4285714,179.38,105.02,28.06,148.6966667,289.27,217.84,57.02,214.27,71.66,54.77,69.89666667,30.93,32.26333333,2.96,4.086666667,548.1291,4752.704,-0.982926552,-0.183998352,5,41
9/21/2014,41,278,377,476,157.6666667,221.4285714,161.69,179.38,105.02,120.6566667,135.7,289.27,217.84,196.4933333,83.26,71.66,75.26,25.55,22.71333333,0.33,4.093333333,68.343,4486.155555,-0.98594815,-0.167051626,6,154
9/22/2014,154,41,278,172,202,255.5714286,20.9,161.69,179.38,74.26666667,164.51,135.7,289.27,148.5066667,70.86,83.26,64.39,11.66,26.4,8.99,5.02,125.4552,4102.02,-0.98867759,-0.150055398,0,411
9/23/2014,411,154,41,451,325,249.7142857,40.21,20.9,161.69,43.20666667,145.31,164.51,135.7,122.04,39.05,70.86,63.98333333,41.99,32.39666667,5.74,7.333333333,184.977,3458.25,-0.991114064,-0.133014707,1,410
9/24/2014,410,411,154,77,356,274,68.51,40.21,20.9,45.53333333,56.3,145.31,164.51,105.5266667,82.04,39.05,49.50666667,43.54,32.38666667,7.27,5.69,85.3128,2822.904,-0.993256849,-0.1159346,2,247
9/25/2014,247,410,411,377,231,225.2857143,27.88,68.51,40.21,74.24333333,114.97,56.3,145.31,140.85,27.43,82.04,44.09666667,11.63,34.76333333,4.06,5.233333333,466.1946,3384.248,-0.995105311,-0.098820139,3,36
9/26/2014,36,247,410,278,103,189.2857143,126.34,27.88,68.51,76.47,251.28,114.97,56.3,167.0566667,22.82,27.43,48.98,49.12,21.59666667,4.37,4.61,287.2258,4196.55,-0.996658902,-0.081676395,4,26
9/27/2014,26,36,247,41,101.6666667,218.1428571,75.19,126.34,27.88,91.65333333,134.92,251.28,114.97,213.7,96.69,22.82,50.35333333,4.04,26.99333333,5.4,5.353333333,292.2514,4019.828,-0.997917161,-0.064508449,5,243
9/28/2014,243,26,36,154,168,229.7142857,73.43,75.19,126.34,54.52,254.9,134.92,251.28,210.63,31.55,96.69,50.99666667,27.82,23.80333333,6.29,5.986666667,57.0708,4202.88,-0.998879716,-0.047321388,6,235
9/29/2014,235,243,26,411,263.3333333,215.5714286,14.94,73.43,75.19,85.03666667,242.07,254.9,134.92,251.8166667,24.75,31.55,49.01333333,39.55,30.56333333,6.27,4.86,498.5526,3727.412,-0.999546281,-0.030120305,0,312
9/30/2014,312,235,243,410,341.6666667,225.2857143,166.74,14.94,73.43,100.1933333,258.48,242.07,254.9,209.21,90.74,24.75,56.14666667,24.32,23.98666667,2.02,3.71,361.456,3157.22,-0.999916659,-0.012910296,1,478
10/1/2014,478,312,235,247,292.3333333,202.4285714,118.9,166.74,14.94,100.4133333,127.08,258.48,242.07,185.52,52.95,90.74,66.20666667,8.09,20.99666667,2.84,1.986666667,48.204,3711.162,-0.99999074,0.004303538,2,87
10/2/2014,87,478,312,36,242.6666667,220.5714286,15.6,118.9,166.74,53.68333333,171,127.08,258.48,158.7633333,54.93,52.95,63.93666667,30.58,23.78333333,1.1,3.036666667,100.6245,1908.06,-0.999768502,0.021516097,3,163
10/3/2014,163,87,478,26,223.3333333,276.8571429,26.55,15.6,118.9,45.49,178.21,171,127.08,162.2366667,83.93,54.93,78.97333333,32.68,27.49333333,5.17,3.613333333,307.4832,1423.167778,-0.999250011,0.038722281,4,420
10/4/2014,420,163,87,243,242.6666667,262.8571429,94.32,26.55,15.6,100.95,137.5,178.21,171,179.3633333,98.06,83.93,91.81333333,19.22,29.22666667,4.57,6.333333333,582.336,1790.186667,-0.998435421,0.05591699,5,145
10/5/2014,145,420,163,235,307,280.1428571,181.98,94.32,26.55,155.0566667,222.38,137.5,178.21,133.75,93.45,98.06,85.14,35.78,27.72666667,9.26,5.203333333,525.0586,2299.468889,-0.997324973,0.07309513,6,356
10/6/2014,356,145,420,312,169.6666667,236.7142857,188.87,181.98,94.32,127.26,41.37,222.38,137.5,176.37,63.91,93.45,68.16666667,28.18,30.28,1.78,5.316666667,29.4017,2551.3,-0.995918996,0.09025161,0,8
10/7/2014,8,356,145,478,135.6666667,174.5714286,10.93,188.87,181.98,102.4766667,265.36,41.37,222.38,147.7133333,47.14,63.91,53.18333333,26.88,19.66666667,4.91,4.376666667,319.6611,2557.879013,-0.994217907,0.107381347,1,43
10/8/2014,43,8,356,87,103,199,107.63,10.93,188.87,44.22,136.41,265.36,41.37,188.5566667,48.5,47.14,58.69666667,3.94,18.84,6.44,5.576666667,41.877,3144.84,-0.992222209,0.124479264,2,258
10/9/2014,258,43,8,163,225.6666667,229.4285714,14.1,107.63,10.93,84.48333333,163.9,136.41,265.36,191.7266667,80.45,48.5,72.35,25.7,24.64333333,5.38,7.156666667,449.1652,4152.861,-0.989932495,0.141540295,3,376
10/10/2014,376,258,43,420,352.6666667,230,131.72,14.1,107.63,72.07,274.87,163.9,136.41,189.16,88.1,80.45,74.75,44.29,39.91333333,9.65,8.32,194.9803,4352.796,-0.987349442,0.158559385,4,424
10/11/2014,424,376,258,145,364.3333333,251.1428571,70.39,131.72,14.1,114.6066667,128.71,274.87,163.9,192.7233333,55.7,88.1,66.17,49.75,33.86666667,9.93,7.446666667,345.7724,4020.456,-0.984473817,0.17553149,5,293
10/12/2014,293,424,376,356,242.6666667,201.8571429,141.71,70.39,131.72,95.04333333,174.59,128.71,274.87,121.23,54.71,55.7,66.27666667,7.56,30.51333333,2.76,6.786666667,208.1355,4151.292,-0.98130647,0.192451582,6,11
10/13/2014,11,293,424,8,138.3333333,216.5714286,73.03,141.71,70.39,86.05333333,60.39,174.59,128.71,128.3166667,88.42,54.71,78.63,34.23,21.19666667,7.67,6.14,119.8392,3634.164,-0.977848342,0.209314646,0,111
10/14/2014,111,11,293,43,120.6666667,244.7142857,43.42,73.03,141.71,73.62,149.97,60.39,174.59,159.6533333,92.76,88.42,69.08,21.8,23.18666667,7.99,6.54,324.7151,4140.622,-0.974100455,0.226115686,1,240
10/15/2014,240,111,11,258,173,231.8571429,104.41,43.42,73.03,70.08333333,268.6,149.97,60.39,231.64,26.06,92.76,62.82,13.53,15.00333333,3.96,5.826666667,242.8138,4267.684,-0.970063922,0.242849722,2,168
10/16/2014,168,240,111,376,163,189.7142857,62.42,104.41,43.42,90.49666667,276.35,268.6,149.97,223.4233333,69.64,26.06,45.68,9.68,18.67666667,5.53,3.543333333,341.1916,4344.768,-0.965739938,0.259511797,3,81
10/17/2014,81,168,240,424,107.6666667,139.7142857,104.66,62.42,104.41,116.8533333,125.32,276.35,268.6,216.3466667,41.34,69.64,53.7,32.82,29.83666667,1.14,2.516666667,598.1448,4398.495,-0.961129784,0.276096973,4,74
10/18/2014,74,81,168,293,148,139.1428571,183.48,104.66,62.42,130.1233333,247.37,125.32,276.35,200.9466667,50.12,41.34,56.15666667,47.01,38.55666667,0.88,3.803333333,273.9764,3974.474,-0.956234827,0.292600336,5,289
10/19/2014,289,74,81,11,285.68,208.1485714,102.23,183.48,104.66,127.2333333,230.15,247.37,125.32,215.9533333,77.01,50.12,55.50333333,35.84,40.33,9.39,4.103333333,248.6141,4155.52,-0.951056516,0.309016994,6,494.04
10/20/2014,494.04,289,74,111,268.0133333,195.2914286,95.99,102.23,183.48,104.2066667,170.34,230.15,247.37,153.3133333,39.38,77.01,60.80333333,38.14,28.58,2.04,4.323333333,354.64,4536.528,-0.945596387,0.325342085,0,21
